,,,,,,,,,,,,,,,,,,,,,,,,,
"*** Query Name:Query 1 ***

    Start Date : 10/1/2016 12:00:00 AM
30002693,TRANSPORT FIRE,"TRANSPORT FIRE - CARS, MOTORCYCLE",10/2/2016 2:04:24 AM,,ORANJEKLOOF AVENUE,TAFELSIG,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,nil,0 - 5 min,,625Kpa 13mm Nozzle,0,,,0,"10,000",,,Michael Oliver,Michael Oliver,North
30002694,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 5:17:31 AM,,DUINEFONTEIN ROAD,PHILIPPI,Fire manually extinguished,,0 - 10 Deg,Light Breeze,Fine,Residents endeavoured to extinguish fire with water buckets and sand.,15 - 20 min,Water Tanker,625Kpa 19mm Nozzle,"12,040",,,"80,000","30,000",,,Department of Transport and Public Works,Bulelwa Nana and others,East
30002694,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 5:17:31 AM,,DUINEFONTEIN ROAD,PHILIPPI,Fire manually extinguished,,0 - 10 Deg,Light Breeze,Fine,Residents endeavoured to extinguish fire with water buckets and sand.,,,,0,,,"80,000","30,000",,,Department of Transport and Public Works,Bulelwa Nana and others,East
30002695,MEDICAL EMERGENCY,MEDICAL - UNABLE TO BREATHE,10/2/2016 8:50:59 AM,106,HAARLEM AVENUE,BELHAR EXT 13,Special Service,,,,,a female minor known asthmatic condition green,,,,,,,,,,,,,East
30002696,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 9:42:55 AM,,N1 HIGHWAY,PLATTEKLOOF GLEN,Special Service,,,,,,,,,,,,,,,,,,North
30002697,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 12:23:31 PM,,AJ WEST STREET,BELLVILLE CBD,Fire manually extinguished,,25 - 30 Deg,,Fine,,,,,,,,,,,,Passenger rail agency of sa,,North
30002698,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 1:00:17 PM,,N1 HIGHWAY,ACACIA PARK,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,nil,25 - 30 min,,625Kpa 13mm Nozzle,"3,000",,,,,,,cannot find ownership details on system,,North
30002699,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 1:16:42 PM,,ACRE ROAD,KENSINGTON,Fire manually extinguished,,,,,,,Water Tanker,,0,,,0,0,,,,,North
30002699,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 1:16:42 PM,,ACRE ROAD,KENSINGTON,Fire manually extinguished,,,,,,,,,0,,,0,0,,,,,North
30002700,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 1:26:17 PM,,MERRYDALE STREET,LENTEGEUR,Special Service,,,,,,,,,,,,,,,,,,East
30002701,MEDICAL EMERGENCY,MEDICAL - PATIENT UNRESPONSIVE,10/2/2016 1:41:31 PM,,C.M. VAN DER HEEVER STREET,GOODWOOD ESTATE,Special Service,,,,,"Upon arrival of brigade , we found one adult female D.O.A",,,,,,,0,0,,,,,North
30002702,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 6:07:54 AM,,N1 HIGHWAY,PAARL FARMS,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,,15 - 20 min,,,0,,,0,0,,,Mr Z.V. Munyu,Elliot Magwaza,North
30002703,TRANSPORT FIRE,"TRANSPORT FIRE - CARS, MOTORCYCLE",10/2/2016 6:18:58 AM,,BELHAR DRIVE,BELHAR EXT 10,Fire manually extinguished,,,,,S.A.P.S. were already on scene,10 - 15 min,,,0,,,0,"80,000",,,,,East
30002704,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - DOMESTIC,10/2/2016 10:22:04 AM,,JUNKERS ROAD,ROCKLANDS,Special Service,,,,,,,,,,,,,,,,,,East
30002705,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 10:36:47 AM,,LANSDOWNE ROAD,LANSDOWNE,,,,,,,,,,,,,,,,,,,
30002706,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 10:59:03 AM,,BORCHERDS QUARRY ROAD,CROSSROADS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,0 - 5 min,,,0,,,"10,000","10,000",,2,N GAMTENE,OCCUPIER NOT ON SCENE. COMMUNITY COULD NOT ASSIST WITH DETAILS OF OCCUPIER,East
30002707,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 11:29:58 AM,,,,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,bystanders attempted to extinguish fire with buckets of water,5 - 10 min,,625Kpa 19mm Nozzle,"1,000",,,0,0,,,nonzuza,,East
30002708,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 11:34:13 AM,,TURFHALL ROAD,SURREY,,,,,,,,,,,,,,,,,,,
30002709,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 12:05:37 PM,29,DALLAS CRESCENT,SOUTHFORK,Special Service,,,,,,,,,,,,,,,,,,East
30002710,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 12:14:34 PM,,MGIDLANA STREET,ASANDA,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,0 - 5 min,Water Tanker,625Kpa 13mm Nozzle,"1,200",,,0,0,,,SA National Roads aGENCY,,East
30002710,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 12:14:34 PM,,MGIDLANA STREET,ASANDA,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,,,,0,,,0,0,,,SA National Roads aGENCY,,East
30002711,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 12:32:05 PM,62,KALOSSIE CRESCENT,ROOSENDAL,Special Service,,,,,,,,,,,,,,,,,,East
30002712,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 12:49:34 PM,,MOUNTAIN ROAD,MATROOSFONTEIN,Special Service,,,,,,,,,,,,,,,,,,North
30002713,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 12:59:24 PM,,N1 HIGHWAY,HOOGSTEDE,Special Service,,,,,,,,,,,,,,,,,,
30002714,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 1:21:48 PM,,N1 HIGHWAY,PAROW NORTH,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Fine,,20 - 25 min,,625Kpa 13mm Nozzle,"7,050",,,0,0,,,Transnet LTD,,North
30002715,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 1:23:59 PM,,DE WAAL DRIVE,VREDEHOEK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,10 - 15 min,Water Tanker,625Kpa 19mm Nozzle,"9,030",,,0,0,,,TABLE MOUNTAIN NATIONAL PARKS,,West
30002715,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 1:23:59 PM,,DE WAAL DRIVE,VREDEHOEK,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,,,,0,,,0,0,,,TABLE MOUNTAIN NATIONAL PARKS,,West
30002716,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FLATS,10/2/2016 2:22:21 PM,,MAIN ROAD,LAKESIDE,False Alarm - Good Intent,,,,,,,,,,,,,,,,,,West
30002717,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 2:34:32 PM,80,MALGAS STREET,RIVERSIDE,Special Service,,,,,,,,,,,,,,,,,,East
30002718,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 2:48:30 PM,,HINDLE ROAD,BRENTWOOD PARK - BLUE DOWNS,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,600,,,0,0,,,,,East
30002719,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 3:21:00 PM,30,PRINCE GEORGE ROAD,SEAWINDS,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,,15 - 20 min,,,"2,400",,Large area of vegetation burnt,0,0,,,City of Cape town 12 Hertzog Boulevard Cape Town 8000,,West
30002720,TRANSPORT FIRE,"TRANSPORT FIRE - CARS, MOTORCYCLE",10/2/2016 4:25:33 PM,,DELFT MAIN ROAD,VOORBRUG,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,VEHICLE REMOVED ORIOR ARRIVAL OF BRIGADE,,,,,,,,,,,,,East
30002721,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 4:35:39 PM,,KRAMAT ROAD,MACASSAR,Special Service,,,,,,,,,,,,0,0,,,,,East
30002722,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 3:42:27 PM,14,DUINEFONTEIN ROAD,PHILIPPI,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,15 - 20 min,Water Tanker,,0,,,"36,000","36,000",,7,CITY OF CAPE TOWN,OCCUPIER DETAILS TAKEN BY MR MZOBE WARD 33 COUNCILOR  0784978606,East
30002722,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 3:42:27 PM,14,DUINEFONTEIN ROAD,PHILIPPI,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,,Water Tanker,,0,,,"36,000","36,000",,7,CITY OF CAPE TOWN,OCCUPIER DETAILS TAKEN BY MR MZOBE WARD 33 COUNCILOR  0784978606,East
30002722,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 3:42:27 PM,14,DUINEFONTEIN ROAD,PHILIPPI,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,,,,0,,,"36,000","36,000",,7,CITY OF CAPE TOWN,OCCUPIER DETAILS TAKEN BY MR MZOBE WARD 33 COUNCILOR  0784978606,East
30002723,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 3:55:02 PM,,OLD LANSDOWNE ROAD,PHILIPPI,,,,,,,,,,,,,,,,,,,
30002724,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 4:18:35 PM,,STELLENBOSCH ROAD,DELFT 1 & 2,Special Service,,,,,"a LDV overturned, no persons trapped, 3 x female minors, 3 x adult females and a male minor sustained injuries condition green",,,,,,,,,,,,,East
30002725,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 4:24:54 PM,,HINDLE ROAD,DELFT 7,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,0 - 5 min,Water Tanker,625Kpa 13mm Nozzle,0,,,"50,000","20,000",,,ROLENE BAARTMAN,,East
30002725,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 4:24:54 PM,,HINDLE ROAD,DELFT 7,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,0,,,"50,000","20,000",,,ROLENE BAARTMAN,,East
30002726,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 4:54:56 PM,,BOTTELARY ROAD,BOTFONTEIN SMALLHOLDINGS,Special Service,,,,,"Winelands fire ,metro ambulance 54 and 52 on scene rendering medical assistance and extricating patients.
",,,,,,,,,,,,,North
30002727,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 5:01:50 PM,,,,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,nil,0 - 5 min,,625Kpa 13mm Nozzle,600,,1 x small tree stump burnt.,0,0,,,,,North
30002728,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 5:31:06 PM,,ROBERT SOBUKWE ROAD,TRANSNET MARSHALLING YARD,Special Service - False Malicious,,,,,,,,,,,,,,,,,,North
30002729,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 5:50:29 PM,,DAGBREEK AVENUE,WESTRIDGE,,,,,,,,,,,,,,,,,,,
30002730,TRAUMA EMERGENCY - BURNS,TRAUMA - BURNS AND CORROSIVES,10/2/2016 6:36:09 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30002731,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 6:38:22 PM,,N2,MACASSAR,Special Service,,,,,"Metro-ambulance,saps and traffic on scene",,,,,,,0,0,,,,,East
30002732,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 5:23:16 PM,11,LILLY STREET,EERSTERIVIER,,,,,,,,,,,,,,,,,,,
30002733,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 5:44:59 PM,37,,,,,,,,,,,,,,,,,,,,,
30002734,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 5:53:46 PM,28,MAZWEMBE STREET,WALLACEDENE,Fire manually extinguished,,20 - 25 Deg,,Clear,Occupants extinguished with garden hose,,,,,,"Entire Braai room area severe by fire, heat, smoke and water
Braai room made of corrugated iron sheets.
","2,000","3,000",1,1,Wokusi Lindile,Workusi Lindile,North
30002735,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 5:55:35 PM,266,WESTBANK MAIN ROAD,WESBANK,Special Service - False Malicious,,,,,,,,,,,,,,,,,,East
30002736,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 6:35:40 PM,,ONVERWACHT ROAD,STRAND,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,,25 - 30 min,Water Tanker,625Kpa 13mm Nozzle,0,,,"20,000","30,000",,15,City of Cape Town,Numerous occupants - attached the list of persons displaced.,East
30002736,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 6:35:40 PM,,ONVERWACHT ROAD,STRAND,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,0,,,"20,000","30,000",,15,City of Cape Town,Numerous occupants - attached the list of persons displaced.,East
30002736,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/2/2016 6:35:40 PM,,ONVERWACHT ROAD,STRAND,Fire manually extinguished,,10 - 15 Deg,Moderate,Fine,,,,,0,,,"20,000","30,000",,15,City of Cape Town,Numerous occupants - attached the list of persons displaced.,East
30002737,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 7:40:58 PM,,SHEFFIELD ROAD,PHILIPPI,Special Service,,,,,patient knocked down by motorvehicle,,,,,,,,,,,,,East
30002738,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 8:18:33 PM,,CHRIS HANI,WITSAND,Special Service - False Good Intent,,,,,,,,,,,,,,,,,,North
30002739,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 8:38:48 PM,59,RICHMOND STREET,NOMZAMO,Special Service,,,,,,,,,,,,,,,,,,East
30002740,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 8:51:00 PM,,DOUBLOM 1068,ROOSENDAL,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,neighbours attempted to extinguish the fire with garden hoses,25 - 30 min,Water Tanker,,0,,"formal structure- bedroom at rear- roofing timbers, ceiling, walls, window, door and floor severe by fire, heat, smoke and water- remainder of dwelling slight by heat, smoke and water only\informal structures (x2)- entire structures severe by fire, heat smoke and water.","40,000","30,000",1,,neville martin,,East
30002740,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 8:51:00 PM,,DOUBLOM 1068,ROOSENDAL,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,neighbours attempted to extinguish the fire with garden hoses,25 - 30 min,,,0,,"formal structure- bedroom at rear- roofing timbers, ceiling, walls, window, door and floor severe by fire, heat, smoke and water- remainder of dwelling slight by heat, smoke and water only\informal structures (x2)- entire structures severe by fire, heat smoke and water.","40,000","30,000",1,,neville martin,,East
30002740,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 8:51:00 PM,,DOUBLOM 1068,ROOSENDAL,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,neighbours attempted to extinguish the fire with garden hoses,,,,0,,"formal structure- bedroom at rear- roofing timbers, ceiling, walls, window, door and floor severe by fire, heat, smoke and water- remainder of dwelling slight by heat, smoke and water only\informal structures (x2)- entire structures severe by fire, heat smoke and water.","40,000","30,000",1,,neville martin,,East
30002741,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 8:58:18 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30002742,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - ASSIST PRIVATE COMPAN,10/2/2016 6:46:32 PM,,EROS DRIVE,WOODLANDS,Special Service,,,,,,,,,,,,0,0,,,,,East
30002743,MEDICAL EMERGENCY,MEDICAL - CONVULSIONS,10/2/2016 6:46:38 PM,,DAGBREEK AVENUE,WESTRIDGE,Special Service,,,,,,,,,,,,,,,,,,East
30002744,TRANSPORT FIRE,"TRANSPORT FIRE - CARS, MOTORCYCLE",10/2/2016 7:01:54 PM,,ROBERT SOBUKWE ROAD,TRANSNET MARSHALLING YARD,Fire manually extinguished,,25 - 30 Deg,,Clear,,0 - 5 min,,,200,,,0,0,,,,,North
30002745,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 9:09:06 PM,,NY 3A ROAD,GUGULETU,Special Service,,,,,"MALE MINOR KNOCKED DOWN BY MOTORVEHICLE ON ROADWAY, PATIENT CODE BLUE, LIFE PARAMEDIC ON SCENE",,,,,,,,,,,,,East
30002746,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 9:21:17 PM,,STATION STREET,KUILSRIVIER INDUSTRIA,Fire - automatically extinguished,,25 - 30 Deg,,Fine,,,,,,,,,,,,TOP PLAN PROJEKTE,,North
30002747,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 9:29:45 PM,14,AMBASSADOR STREET,THE HAGUE,,,,,,,,,,,,,,,,,,,
30002748,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 9:35:10 PM,,GOVAN MBEKI ROAD,IKWEZI PARK,Special Service - False Malicious,,,,,,,,,,,,,,,,,,East
30002749,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 10:29:17 PM,33,ADAM TAS AVENUE,BELHAR EXT 13,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,,10 - 15 min,Skid Unit,,"1,000",,,0,0,,,city of cape town,,East
30002749,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 10:29:17 PM,33,ADAM TAS AVENUE,BELHAR EXT 13,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,,,,,0,,,0,0,,,city of cape town,,East
30002750,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 10:44:08 PM,48,LEEUBEKKIE STREET,HAPPY VALLEY,Special Service,,,,,,,,,,,,,,,,,,East
30002751,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - WEAPON (GUNSHOT),10/2/2016 10:55:52 PM,17,ISLAND PLACE,AVONDALE,Special Service,,,,,,,,,,,,,,,,,,North
30002752,TECHNICAL RESCUE,RESCUE - PERSONS TRAPPED - GENERAL,10/2/2016 9:05:37 PM,58,LOOP STREET,CAPE TOWN CITY CENTRE,Special Service,,,,,,,,,,,,,,,,,,West
30002753,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 9:17:21 PM,,LOWER CHURCH STREET,WOODSTOCK,Special Service,,,,,,,,,,,,,,,,,,North
30002754,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 9:30:08 PM,,O.NQUBELANI STREET,MFULENI,Special Service,,,,,,,,,,,,,,,,,,East
30002755,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/2/2016 9:45:59 PM,,BLACK RIVER 1054,SALT RIVER,False Alarm - Good Intent,,,,,,,,,,,,,,,,,,West
30002756,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 9:54:20 PM,24,MAKETESI STREET,DRIFTSANDS,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,East
30002757,TRAUMA EMERGENCY - SELF HARM,TRAUMA - SELF HARM - OTHER,10/2/2016 10:15:14 PM,,REV CALATA CRESCENT,MANDELA PARK,Special Service,,,,,,,,,,,,,,,,,,East
30002758,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 10:22:28 PM,6,SENTINAL CLOSE,OCEAN VIEW,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,none,5 - 10 min,Water Tanker,,0,,entire structure of formal and informal dwelling severed by fire & heat / smoke,"100,000","300,000",1,2,Rieduwaan Martin,,West
30002758,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 10:22:28 PM,6,SENTINAL CLOSE,OCEAN VIEW,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,none,,Street Hydrant,,0,,entire structure of formal and informal dwelling severed by fire & heat / smoke,"100,000","300,000",1,2,Rieduwaan Martin,,West
30002758,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/2/2016 10:22:28 PM,6,SENTINAL CLOSE,OCEAN VIEW,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Clear,none,,,,0,,entire structure of formal and informal dwelling severed by fire & heat / smoke,"100,000","300,000",1,2,Rieduwaan Martin,,West
30002759,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/2/2016 10:34:30 PM,106,HAARLEM AVENUE,BELHAR EXT 13,Special Service,,,,,,,,,,,,,,,,,,East
30002760,VEHICLE MOVEMENT,OPERATIONAL STANDBY,10/2/2016 10:38:07 PM,,CENTRAL AVENUE,FISH HOEK,,,,,,,,,,,,,,,,,,,West
30002761,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/2/2016 10:48:15 PM,,GASELA STREET,GUGULETU,Special Service,,,,,,,,,,,,,,,,,,East
30002762,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 10:57:15 PM,,PRINCE GEORGE DRIVE,GRASSY PARK,Special Service,,,,,,,,,,,,,,,,,,West
30002763,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 10:58:26 PM,,BADEN POWELL DRIVE,MACASSAR,,,,,,,,,,,,,,,,,,,East
30002764,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 11:45:29 PM,,STEENBERG ROAD,TOKAI,Special Service,,,,,,,,,,,,0,0,,,,,West
30002765,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/3/2016 12:23:08 AM,,KOEBERG ROAD,MILNERTON,Special Service,,,,,,,,,,,,,,,,,,North
30002766,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/3/2016 1:52:10 AM,2,SHOWBOAT AVENUE,MARVINPARK,Special Service,,,,,Assisted metro ambulance,,,,,,,,,,,,,East
30002767,MEDICAL EMERGENCY,INSPECTION,10/3/2016 2:45:31 AM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30002768,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/3/2016 2:56:30 AM,2,ZINGIZA PLACE,MFULENI,Special Service,,,,,,,,,,,,,,,,,,East
30002769,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/3/2016 4:13:48 AM,,NEW EISLEBEN ROAD,,Special Service,,,,,"upon arrival found motor vehicle collided with wood and iron structure, 2 male minor and 2 female minors code green, treated and removed to Gugulethu  day hospital by metro ambulance 73. brigade insured roadway",,,,,,,,,,,,,East
30002770,MEDICAL EMERGENCY,MEDICAL - OBSTETRIC COMPLAINT,10/3/2016 5:14:09 AM,5,DRAKENSTEIN WAY,BELHAR EXT 13,Special Service,,,,,,,,,,,,,,,,,,East
30002771,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/3/2016 5:35:15 AM,RR Section,BONGO DRIVE,NONQUBELA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,,10 - 15 min,Water Tanker,625Kpa 30mm Nozzle,0,,"CONTENTS (INCLUDING BEDDING ,FURNITURE AND CLOTHES) DESTROYED BY FIRE.","30,000","30,000",,,CITY OF CAPETOWN,,East
30002771,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/3/2016 5:35:15 AM,RR Section,BONGO DRIVE,NONQUBELA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,,15 - 20 min,,625Kpa 30mm Nozzle,0,,"CONTENTS (INCLUDING BEDDING ,FURNITURE AND CLOTHES) DESTROYED BY FIRE.","30,000","30,000",,,CITY OF CAPETOWN,,East
30002771,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/3/2016 5:35:15 AM,RR Section,BONGO DRIVE,NONQUBELA,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,,,,,0,,"CONTENTS (INCLUDING BEDDING ,FURNITURE AND CLOTHES) DESTROYED BY FIRE.","30,000","30,000",,,CITY OF CAPETOWN,,East
30002772,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/2/2016 11:16:05 PM,,STOCK ROAD,PHILIPPI,,,,,,,,,,,,,,,,,,,
30002773,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/3/2016 12:12:31 AM,,ZWELITSHA DRIVE,NYANGA,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Fine,members of the public attempted to extinguish fire with buckets of water.,10 - 15 min,Water Tanker,,0,,"contents consisting of bed,bedding and personal effects severe by heat,smoke and water","20,000","30,000",,,k.klaas,,East
30002773,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/3/2016 12:12:31 AM,,ZWELITSHA DRIVE,NYANGA,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Fine,members of the public attempted to extinguish fire with buckets of water.,10 - 15 min,,625Kpa 19mm Nozzle,"40,000",,"contents consisting of bed,bedding and personal effects severe by heat,smoke and water","20,000","30,000",,,k.klaas,,East
